Time,Reading ID,Humidity%,Temperature,MQ139,TVOC,eCO2,Detector,Status
0:07:56,477,42.7,21.6,193,1995,7086,ON,2
0:07:57,478,42.7,21.6,194,2013,7109,ON,2
0:07:58,479,42.7,21.6,194,1974,7265,ON,2
0:07:59,480,42.7,21.6,194,1967,7178,ON,2
0:08:00,481,42.7,21.6,195,1988,7224,ON,2
0:08:01,482,42.7,21.6,195,2000,7253,ON,2
0:08:02,483,42.8,21.6,195,1993,7340,ON,2
0:08:03,484,42.8,21.6,195,1995,7317,ON,2
0:08:04,485,42.8,21.6,196,2025,7213,ON,2
0:08:05,486,42.8,21.6,195,2011,7230,ON,2
0:08:06,487,42.8,21.6,195,2009,7300,ON,2
0:08:07,488,42.8,21.6,195,2025,7311,ON,2
0:08:08,489,42.8,21.6,195,2020,7352,ON,2
0:08:09,490,42.9,21.6,195,2039,7288,ON,2
0:08:10,491,42.9,21.6,195,2013,7288,ON,2
0:08:11,492,42.9,21.6,195,2037,7242,ON,2
0:08:12,493,42.9,21.6,195,2025,7329,ON,2
0:08:13,494,42.9,21.6,196,2034,7288,ON,2
0:08:14,495,42.9,21.6,196,2037,7242,ON,2
0:08:15,496,43,21.6,195,2050,7190,ON,2
0:08:16,497,43,21.6,196,2023,7161,ON,2
0:08:17,498,43,21.6,195,2018,7236,ON,2
0:08:18,499,43,21.6,196,2043,7317,ON,2
0:08:19,500,43,21.6,197,2037,7416,ON,2
0:08:20,501,43,21.6,197,2069,7531,ON,2
0:08:21,502,43.1,21.6,198,2067,7589,ON,2
0:08:22,503,43.1,21.6,198,2083,7763,ON,2
0:08:23,504,43.3,21.6,199,2133,7844,ON,2
0:08:24,505,43.3,21.6,200,2133,7815,ON,2
0:08:25,506,43.7,21.6,200,2147,7746,ON,2
0:08:26,507,43.7,21.6,201,2117,7763,ON,2
0:08:27,508,43.9,21.6,200,2122,7705,ON,2
0:08:28,509,43.9,21.6,200,2124,7555,ON,2
0:08:29,510,43.9,21.6,199,2090,7439,ON,2
0:08:30,511,43.9,21.6,200,2099,7566,ON,2
0:08:31,512,43.9,21.6,200,2076,7497,ON,2
0:08:32,513,43.9,21.6,200,2083,7491,ON,2
0:08:33,514,43.9,21.6,199,2090,7456,ON,2
0:08:34,515,43.9,21.6,199,2057,7421,ON,2
0:08:35,516,43.8,21.6,200,2080,7491,ON,2
0:08:36,517,43.8,21.6,200,2078,7456,ON,2
0:08:37,518,43.8,21.6,199,2071,7323,ON,2
0:08:38,519,43.8,21.6,199,2071,7410,ON,2
0:08:39,520,43.8,21.6,199,2115,7543,ON,2
0:08:40,521,43.8,21.6,200,2055,7497,ON,2
0:08:41,522,43.7,21.6,200,2094,7502,ON,2
0:08:42,523,43.7,21.6,201,2092,7398,ON,2
0:08:43,524,43.7,21.6,200,2110,7387,ON,2
0:08:44,525,43.7,21.6,200,2106,7387,ON,2
0:08:45,526,43.7,21.6,200,2062,7346,ON,2
0:08:46,527,43.7,21.6,200,2092,7427,ON,2
0:08:47,528,43.7,21.6,200,2101,7398,ON,2
0:08:48,529,43.7,21.6,200,2103,7445,ON,2
0:08:49,530,43.7,21.6,200,2069,7445,ON,2
0:08:50,531,43.7,21.6,200,2099,7543,ON,2
0:08:51,532,43.7,21.6,201,2090,7474,ON,2
0:08:52,533,43.7,21.6,200,2090,7468,ON,2
0:08:53,534,43.7,21.6,200,2080,7462,ON,2
0:08:54,535,43.7,21.6,201,2071,7474,ON,2
0:08:55,536,43.7,21.6,201,2076,7763,ON,2
0:08:56,537,43.7,21.6,201,2073,7844,ON,2
0:08:57,538,43.7,21.6,201,2154,7838,ON,2
0:08:58,539,43.7,21.6,200,2131,7740,ON,2
0:08:59,540,43.7,21.6,200,2138,7641,ON,2
0:09:00,541,43.9,21.6,200,2124,7462,ON,2
0:09:01,542,43.9,21.6,200,2099,7508,ON,2
0:09:02,543,44,21.6,200,2110,7549,ON,2
0:09:03,544,44,21.6,201,2085,7456,ON,2
0:09:04,545,43.9,21.6,201,2090,7543,ON,2
0:09:05,546,43.9,21.6,201,2124,7537,ON,2
0:09:06,547,43.9,21.6,201,2138,7520,ON,2
0:09:07,548,43.9,21.6,201,2129,7543,ON,2
0:09:08,549,43.9,21.6,201,2120,7665,ON,2
0:09:09,550,43.9,21.6,201,2145,7572,ON,2
0:09:10,551,43.9,21.6,201,2157,7607,ON,2
0:09:11,552,43.9,21.6,201,2127,7694,ON,2
0:09:12,553,44,21.6,202,2138,7641,ON,2
0:09:13,554,44,21.6,202,2145,7618,ON,2
0:09:14,555,44,21.6,202,2129,7647,ON,2
0:09:15,556,44,21.6,202,2152,7624,ON,2
0:09:16,557,44,21.6,202,2138,7653,ON,2
0:09:17,558,44,21.6,201,2170,7699,ON,2
0:09:18,559,44,21.6,202,2180,7833,ON,2
0:09:19,560,44,21.6,202,2150,7757,ON,2
0:09:20,561,44,21.6,202,2189,7717,ON,2
0:09:21,562,44,21.6,203,2154,7653,ON,2
0:09:22,563,44.1,21.6,203,2159,7734,ON,2
0:09:23,564,44.1,21.6,203,2184,7752,ON,2
0:09:24,565,44.1,21.6,203,2166,7705,ON,2
0:09:25,566,44.1,21.6,204,2157,7827,ON,2
0:09:26,567,44.1,21.6,204,2145,7844,ON,2
0:09:27,568,44.1,21.6,203,2196,7908,ON,2
0:09:28,569,44.1,21.6,203,2196,7850,ON,2
0:09:29,570,44.1,21.6,203,2175,7856,ON,2
0:09:30,571,44.1,21.6,204,2200,7873,ON,2
0:09:31,572,44.1,21.6,204,2182,7809,ON,2
0:09:32,573,44.1,21.6,203,2193,7850,ON,2
0:09:33,574,44.1,21.6,205,2210,7856,ON,2
0:09:34,575,44.1,21.6,205,2198,8012,ON,2
0:09:35,576,44.1,21.6,208,2249,8296,ON,2
0:09:36,577,44.1,21.6,208,2267,8516,ON,2
0:09:37,578,44.1,21.6,209,2279,8458,ON,2
0:09:38,579,44.1,21.6,210,2311,8678,ON,2
0:09:39,580,44.2,21.6,209,2344,8638,ON,2
0:09:40,581,44.2,21.6,209,2337,8655,ON,2
0:09:41,582,44.4,21.6,210,2355,8620,ON,2
0:09:42,583,44.4,21.6,209,2330,8568,ON,2
0:09:43,584,44.5,21.6,209,2334,8447,ON,2
0:09:44,585,44.5,21.6,209,2355,8365,ON,2
0:09:45,586,44.5,21.6,209,2364,8441,ON,2
0:09:46,587,44.5,21.6,208,2346,8215,ON,2
0:09:47,588,44.6,21.6,208,2332,8180,ON,2
0:09:48,589,44.6,21.6,208,2327,8215,ON,2
0:09:49,590,44.6,21.6,207,2293,8151,ON,2
0:09:50,591,44.6,21.6,207,2297,8041,ON,2
0:09:51,592,44.6,21.6,207,2277,8087,ON,2
0:09:52,593,44.6,21.6,207,2297,8192,ON,2
0:09:53,594,44.6,21.6,208,2341,8238,ON,2
0:09:54,595,44.6,21.6,207,2286,8325,ON,2
0:09:55,596,44.5,21.6,208,2290,8290,ON,2
0:09:56,597,44.5,21.6,208,2316,8418,ON,2
0:09:57,598,44.5,21.6,209,2293,8452,ON,2
0:09:58,599,44.5,21.6,209,2337,8504,ON,2
0:09:59,600,44.5,21.6,209,2355,8562,ON,2
0:10:00,601,44.5,21.6,209,2350,8418,ON,2
0:10:01,602,44.5,21.6,209,2360,8447,ON,2
0:10:02,603,44.5,21.6,209,2357,8464,ON,2
0:10:03,604,44.5,21.6,210,2337,8447,ON,2
0:10:04,605,44.5,21.6,210,2341,8499,ON,2
0:10:05,606,44.5,21.6,210,2369,8470,ON,2
0:10:06,607,44.5,21.6,210,2362,8574,ON,2
0:10:07,608,44.6,21.6,211,2390,8568,ON,2
0:10:08,609,44.6,21.6,211,2376,8545,ON,2
0:10:09,610,44.6,21.6,211,2376,8557,ON,2
0:10:10,611,44.6,21.6,212,2401,8562,ON,2
0:10:11,612,44.7,21.6,212,2385,8585,ON,2
0:10:12,613,44.7,21.6,212,2380,8551,ON,2
0:10:13,614,44.7,21.6,211,2401,8626,ON,2
0:10:14,615,44.7,21.6,212,2399,8667,ON,2
0:10:15,616,44.8,21.6,212,2378,8614,ON,2
0:10:16,617,44.8,21.6,212,2408,8585,ON,2
0:10:17,618,44.8,21.6,211,2397,8649,ON,2
0:10:18,619,44.8,21.6,211,2438,8626,ON,2
0:10:19,620,44.8,21.6,211,2385,8516,ON,2
0:10:20,621,44.8,21.6,211,2397,8551,ON,2
0:10:21,622,44.9,21.6,212,2415,8516,ON,2
0:10:22,623,44.9,21.6,212,2341,8539,ON,2
0:10:23,624,44.9,21.6,213,2353,8493,ON,2
0:10:24,625,44.9,21.6,212,2385,8528,ON,2
0:10:25,626,44.9,21.6,212,2374,8487,ON,2
0:10:26,627,44.9,21.6,212,2392,8325,ON,2
0:10:27,628,44.9,21.6,211,2380,8250,ON,2
0:10:28,629,44.9,21.6,211,2410,8244,ON,2
0:10:29,630,44.9,21.6,211,2380,8192,ON,2
0:10:30,631,44.9,21.6,210,2323,8035,ON,2
0:10:31,632,44.9,21.6,210,2364,7966,ON,2
0:10:32,633,44.9,21.6,210,2311,7862,ON,2
0:10:33,634,44.8,21.6,210,2323,7780,ON,2
0:10:34,635,44.8,21.6,209,2302,7908,ON,2
0:10:35,636,44.8,21.6,209,2325,7977,ON,2
0:10:36,637,44.8,21.6,209,2314,7867,ON,2
0:10:37,638,44.8,21.6,209,2274,7931,ON,2
0:10:38,639,44.8,21.6,209,2341,8070,ON,2
0:10:39,640,44.8,21.6,210,2300,8018,ON,2
0:10:40,641,44.8,21.6,210,2323,8001,ON,2
0:10:41,642,44.8,21.6,210,2318,8076,ON,2
0:10:42,643,44.8,21.6,210,2309,8082,ON,2
0:10:43,644,44.8,21.6,211,2318,8145,ON,2
0:10:44,645,44.8,21.6,210,2311,8273,ON,2
0:10:45,646,44.8,21.6,211,2320,8313,ON,2
0:10:46,647,44.8,21.6,211,2344,8215,ON,2
0:10:47,648,44.8,21.6,211,2367,8302,ON,2
0:10:48,649,44.8,21.6,211,2348,8250,ON,2
0:10:49,650,44.8,21.6,210,2364,8308,ON,2
0:10:50,651,44.8,21.6,210,2346,8302,ON,2
0:10:51,652,44.8,21.6,211,2385,8325,ON,2
0:10:52,653,44.8,21.6,210,2353,8342,ON,2
0:10:53,654,44.8,21.6,210,2339,8209,ON,2
0:10:54,655,44.8,21.6,210,2350,8423,ON,2
0:10:55,656,44.8,21.6,210,2353,8400,ON,2
0:10:56,657,44.8,21.6,210,2367,8267,ON,2
0:10:57,658,44.8,21.6,210,2390,8447,ON,2
0:10:58,659,44.8,21.6,210,2380,8383,ON,2
0:10:59,660,44.8,21.6,211,2371,8360,ON,2
0:11:00,661,44.9,21.6,211,2378,8406,ON,2
0:11:01,662,44.9,21.6,211,2367,8302,ON,2
0:11:02,663,44.9,21.6,211,2346,8313,ON,2
0:11:03,664,44.9,21.6,211,2353,8365,ON,2
0:11:04,665,44.9,21.6,211,2339,8296,ON,2
0:11:05,666,44.9,21.6,211,2350,8302,ON,2
0:11:06,667,44.9,21.6,211,2364,8296,ON,2
0:11:07,668,44.9,21.6,211,2357,8221,ON,2
0:11:08,669,44.9,21.6,210,2314,8186,ON,2
0:11:09,670,44.9,21.6,210,2369,8203,ON,2
0:11:10,671,44.9,21.6,210,2330,8244,ON,2
0:11:11,672,44.9,21.6,210,2325,8226,ON,2
0:11:12,673,44.9,21.6,210,2339,8226,ON,2
0:11:13,674,44.9,21.6,210,2339,8145,ON,2
0:11:14,675,44.9,21.6,210,2323,8145,ON,2
0:11:15,676,44.9,21.6,210,2339,8145,ON,2
0:11:16,677,44.9,21.6,211,2348,8226,ON,2
0:11:17,678,44.9,21.6,211,2367,8250,ON,2
0:11:18,679,44.9,21.6,210,2360,8221,ON,2
0:11:19,680,44.9,21.6,211,2327,8250,ON,2
0:11:20,681,44.9,21.6,211,2341,8255,ON,2
0:11:21,682,44.9,21.6,211,2337,8302,ON,2
0:11:22,683,44.9,21.6,211,2344,8348,ON,2
0:11:23,684,44.9,21.6,212,2353,8400,ON,2
0:11:24,685,44.9,21.6,211,2364,8389,ON,2
0:11:25,686,44.9,21.6,212,2325,8360,ON,2
0:11:26,687,44.9,21.6,212,2380,8418,ON,2
0:11:27,688,44.9,21.6,212,2374,8470,ON,2
0:11:28,689,44.9,21.6,212,2371,8441,ON,2
0:11:29,690,44.9,21.6,212,2360,8452,ON,2
0:11:30,691,44.9,21.6,212,2385,8447,ON,2
0:11:31,692,44.9,21.6,212,2406,8504,ON,2
0:11:32,693,44.9,21.6,212,2364,8261,ON,2
0:11:33,694,44.9,21.6,212,2415,8412,ON,2
0:11:34,695,44.9,21.6,213,2387,8441,ON,2
0:11:35,696,44.9,21.6,212,2383,8475,ON,2
0:11:36,697,44.9,21.6,213,2383,8423,ON,2
0:11:37,698,44.9,21.6,212,2417,8429,ON,2
0:11:38,699,44.9,21.6,212,2392,8441,ON,2
0:11:39,700,44.9,21.6,213,2394,8441,ON,2
0:11:40,701,44.9,21.6,213,2357,8447,ON,2
0:11:41,702,44.9,21.6,213,2394,8348,ON,2
0:11:42,703,44.9,21.6,213,2369,8360,ON,2
0:11:43,704,44.9,21.6,213,2397,8447,ON,2
0:11:44,705,44.9,21.6,213,2410,8429,ON,2
0:11:45,706,44.9,21.5,213,2408,8458,ON,2
0:11:46,707,44.9,21.5,213,2353,8389,ON,2
0:11:47,708,44.9,21.6,213,2371,8394,ON,2
0:11:48,709,44.9,21.6,212,2367,8342,ON,2
0:11:49,710,44.9,21.6,213,2385,8365,ON,2
0:11:50,711,44.9,21.6,212,2334,8302,ON,2
0:11:51,712,44.9,21.6,212,2378,8319,ON,2
0:11:52,713,44.9,21.6,212,2376,8331,ON,2
0:11:53,714,44.9,21.5,213,2380,8383,ON,2
0:11:54,715,44.9,21.5,213,2385,8348,ON,2
0:11:55,716,44.9,21.5,213,2394,8325,ON,2
0:11:56,717,44.9,21.5,213,2397,8331,ON,2
0:11:57,718,44.9,21.5,213,2385,8400,ON,2
0:11:58,719,44.9,21.5,213,2353,8331,ON,2
0:11:59,720,44.9,21.5,213,2387,8383,ON,2
0:12:00,721,44.9,21.5,213,2394,8429,ON,2
0:12:01,722,44.9,21.5,214,2392,8336,ON,2
0:12:02,723,44.9,21.6,214,2401,8360,ON,2
0:12:03,724,44.9,21.6,214,2401,8447,ON,2
0:12:04,725,44.9,21.5,214,2383,8493,ON,2
0:12:05,726,44.9,21.5,214,2394,8504,ON,2
0:12:06,727,44.9,21.5,214,2399,8464,ON,2
0:12:07,728,44.9,21.5,214,2404,8441,ON,2
0:12:08,729,45,21.6,215,2346,8400,ON,2
0:12:09,730,45,21.6,214,2383,8493,ON,2
0:12:10,731,44.9,21.5,214,2390,8499,ON,2
0:12:11,732,44.9,21.5,214,2392,8452,ON,2
0:12:12,733,44.9,21.5,214,2413,8533,ON,2
0:12:13,734,44.9,21.5,214,2408,8493,ON,2
0:12:14,735,44.9,21.5,213,2397,8551,ON,2
0:12:15,736,44.9,21.5,214,2397,8470,ON,2
0:12:16,737,44.9,21.5,214,2401,8539,ON,2
0:12:17,738,44.9,21.5,214,2413,8609,ON,2
0:12:18,739,44.9,21.5,214,2397,8562,ON,2
0:12:19,740,44.9,21.5,215,2429,8609,ON,2
0:12:20,741,44.9,21.5,215,2436,8632,ON,2
0:12:21,742,44.9,21.5,215,2392,8545,ON,2
0:12:22,743,45,21.5,215,2441,8713,ON,2
0:12:23,744,45,21.5,215,2410,8626,ON,2
0:12:24,745,45,21.5,215,2445,8678,ON,2
0:12:25,746,45,21.5,215,2415,8580,ON,2
0:12:26,747,45,21.5,214,2408,8574,ON,2
0:12:27,748,45,21.5,215,2390,8481,ON,2
0:12:28,749,45,21.5,215,2399,8551,ON,2
0:12:29,750,45,21.5,215,2383,8603,ON,2
0:12:30,751,45,21.5,215,2424,8516,ON,2
0:12:31,752,45,21.5,215,2392,8522,ON,2
0:12:32,753,45,21.5,215,2362,8545,ON,2
0:12:33,754,45,21.5,215,2417,8551,ON,2
0:12:34,755,45,21.5,215,2417,8487,ON,2
0:12:35,756,45,21.5,215,2408,8528,ON,2
0:12:36,757,45,21.5,215,2434,8603,ON,2
0:12:37,758,45,21.5,215,2408,8626,ON,2
0:12:38,759,45,21.5,216,2417,8574,ON,2
0:12:39,760,45,21.5,216,2420,8655,ON,2
0:12:40,761,45,21.5,215,2420,8539,ON,2
0:12:41,762,45,21.5,216,2443,8539,ON,2
0:12:42,763,45,21.5,216,2422,8614,ON,2
0:12:43,764,45,21.5,216,2420,8557,ON,2
0:12:44,765,45,21.5,216,2447,8568,ON,2
0:12:45,766,45,21.5,216,2441,8603,ON,2
0:12:46,767,45,21.5,216,2420,8580,ON,2
0:12:47,768,45,21.5,216,2427,8516,ON,2
0:12:48,769,45,21.5,215,2452,8522,ON,2
0:12:49,770,45,21.5,216,2436,8435,ON,2
0:12:50,771,45,21.5,216,2392,8481,ON,2
0:12:51,772,45,21.5,216,2420,8487,ON,2
0:12:52,773,45,21.5,216,2408,8458,ON,2
0:12:53,774,45,21.5,216,2374,8528,ON,2
0:12:54,775,45,21.5,216,2408,8458,ON,2
0:12:55,776,45,21.5,216,2422,8510,ON,2
0:12:56,777,45,21.5,216,2424,8545,ON,2
0:12:57,778,45,21.5,216,2410,8394,ON,2
0:12:58,779,45,21.5,216,2422,8574,ON,2
0:12:59,780,45,21.5,216,2387,8452,ON,2
0:13:00,781,45,21.5,216,2436,8591,ON,2
0:13:01,782,45,21.5,217,2441,8614,ON,2
0:13:02,783,45,21.5,216,2454,8690,ON,2
0:13:03,784,45,21.5,216,2436,8614,ON,2
0:13:04,785,45,21.5,216,2424,8638,ON,2
0:13:05,786,45,21.5,217,2473,8678,ON,2
0:13:06,787,45,21.5,217,2457,8643,ON,2
0:13:07,788,45,21.5,217,2445,8655,ON,2
0:13:08,789,45,21.5,217,2436,8614,ON,2
0:13:09,790,45.1,21.5,217,2452,8730,ON,2
0:13:10,791,45.1,21.5,217,2445,8696,ON,2
0:13:11,792,45.1,21.5,217,2452,8782,ON,2
0:13:12,793,45.1,21.5,218,2454,8777,ON,2
0:13:13,794,45.1,21.5,218,2450,8713,ON,2
0:13:14,795,45.1,21.5,218,2434,8667,ON,2
0:13:15,796,45.1,21.5,218,2452,8753,ON,2
0:13:16,797,45.1,21.5,218,2466,8707,ON,2
0:13:17,798,45.1,21.5,218,2424,8667,ON,2
0:13:18,799,45.1,21.5,218,2450,8649,ON,2
0:13:19,800,45.1,21.5,218,2484,8684,ON,2
0:13:20,801,45.1,21.5,218,2434,8643,ON,2
0:13:21,802,45.1,21.5,218,2461,8643,ON,2
0:13:22,803,45.1,21.5,218,2417,8638,ON,2
0:13:23,804,45.1,21.5,218,2471,8632,ON,2
0:13:24,805,45.1,21.5,218,2436,8585,ON,2
0:13:25,806,45.1,21.5,218,2427,8591,ON,2
0:13:26,807,45.1,21.5,218,2457,8626,ON,2
0:13:27,808,45.1,21.5,219,2464,8591,ON,2
0:13:28,809,45.1,21.5,219,2464,8516,ON,2
0:13:29,810,45.1,21.5,219,2441,8620,ON,2
0:13:30,811,45.1,21.5,219,2454,8620,ON,2
0:13:31,812,45.1,21.5,219,2390,8626,ON,2
0:13:32,813,45.1,21.5,219,2420,8568,ON,2
0:13:33,814,45,21.4,219,2459,8667,ON,2
0:13:34,815,45,21.4,219,2450,8719,ON,2
0:13:35,816,45,21.4,218,2441,8765,ON,2
0:13:36,817,45.1,21.5,219,2468,8782,ON,2
0:13:37,818,45.1,21.5,219,2408,8748,ON,2
0:13:38,819,45.1,21.5,219,2429,8678,ON,2
0:13:39,820,45.1,21.5,219,2424,8696,ON,2
0:13:40,821,45.1,21.5,219,2413,8823,ON,2
0:13:41,822,45.1,21.5,219,2429,8788,ON,2
0:13:42,823,45.1,21.5,218,2441,8921,ON,2
0:13:43,824,45.1,21.5,219,2466,8962,ON,2
0:13:44,825,45.1,21.4,219,2429,8898,ON,2
0:13:45,826,45.1,21.4,220,2468,9037,ON,2
0:13:46,827,45.1,21.5,220,2468,9055,ON,2
0:13:47,828,45.1,21.5,220,2445,9043,ON,2
0:13:48,829,45.1,21.5,220,2459,9020,ON,2
0:13:49,830,45.1,21.5,220,2450,9136,ON,2
0:13:50,831,45.1,21.5,220,2461,9072,ON,2
0:13:51,832,45.1,21.5,220,2473,8898,ON,2
0:13:52,833,45.1,21.4,220,2489,8887,ON,2
0:13:53,834,45.1,21.4,220,2498,8916,ON,2
0:13:54,835,45.1,21.4,220,2501,9008,ON,2
0:13:55,836,45.1,21.4,220,2471,9002,ON,2
0:13:56,837,45.1,21.5,219,2489,8933,ON,2
0:13:57,838,45.1,21.5,219,2468,8916,ON,2
0:13:58,839,45.1,21.4,219,2464,8921,ON,2
0:13:59,840,45.1,21.4,219,2459,8933,ON,2
0:14:00,841,45.2,21.5,220,2477,8916,ON,2
0:14:01,842,45.2,21.5,220,2457,8863,ON,2
0:14:02,843,45.1,21.4,220,2477,8968,ON,2
0:14:03,844,45.1,21.4,220,2468,8892,ON,2
0:14:04,845,45.2,21.5,220,2441,8921,ON,2
0:14:05,846,45.2,21.5,220,2450,8881,ON,2
0:14:06,847,45.1,21.4,220,2477,8927,ON,2
0:14:07,848,45.1,21.4,219,2475,8898,ON,2
0:14:08,849,45.1,21.4,220,2482,8933,ON,2
0:14:09,850,45.1,21.4,220,2468,8852,ON,2
0:14:10,851,45.2,21.5,220,2461,8875,ON,2
0:14:11,852,45.2,21.5,219,2482,8933,ON,2
0:14:12,853,45.2,21.5,219,2471,8933,ON,2
0:14:13,854,45.2,21.5,220,2438,8869,ON,2
0:14:14,855,45.2,21.5,219,2447,8927,ON,2
0:14:15,856,45.2,21.5,219,2457,8898,ON,2
0:14:16,857,45.2,21.5,219,2475,8927,ON,2
0:14:17,858,45.2,21.5,219,2450,8887,ON,2
0:14:18,859,45.2,21.5,219,2477,8945,ON,2
0:14:19,860,45.1,21.4,219,2473,8974,ON,2
0:14:20,861,45.1,21.4,220,2491,8916,ON,2
0:14:21,862,45.2,21.5,220,2438,8898,ON,2
0:14:22,863,45.2,21.5,219,2489,8956,ON,2
0:14:23,864,45.1,21.4,220,2477,8887,ON,2
0:14:24,865,45.1,21.4,220,2489,8904,ON,2
0:14:25,866,45.1,21.4,220,2445,8939,ON,2
0:14:26,867,45.1,21.4,220,2445,8985,ON,2
0:14:27,868,45.2,21.5,220,2505,9020,ON,2
0:14:28,869,45.2,21.5,220,2466,8979,ON,2
0:14:29,870,45.2,21.5,220,2475,8974,ON,2
0:14:30,871,45.2,21.5,220,2452,8933,ON,2
0:14:31,872,45.2,21.5,220,2496,9020,ON,2
0:14:32,873,45.2,21.5,221,2491,8956,ON,2
0:14:33,874,45.2,21.4,221,2484,8974,ON,2
0:14:34,875,45.2,21.4,221,2521,9159,ON,2
0:14:35,876,45.2,21.4,221,2503,9020,ON,2
0:14:36,877,45.2,21.4,221,2501,8979,ON,2
0:14:37,878,45.2,21.4,221,2459,9020,ON,2
0:14:38,879,45.2,21.4,221,2466,9089,ON,2
0:14:39,880,45.2,21.4,222,2484,9020,ON,2
0:14:40,881,45.2,21.4,222,2507,9060,ON,2
0:14:41,882,45.2,21.4,222,2507,9020,ON,2
0:14:42,883,45.2,21.4,222,2537,9072,ON,2
0:14:43,884,45.2,21.4,222,2514,9107,ON,2
0:14:44,885,45.2,21.4,222,2510,8974,ON,2
0:14:45,886,45.2,21.4,222,2487,9066,ON,2
0:14:46,887,45.2,21.4,222,2512,8985,ON,2
0:14:47,888,45.2,21.4,222,2533,9008,ON,2
0:14:48,889,45.2,21.4,222,2494,9008,ON,2
0:14:49,890,45.2,21.4,222,2519,8974,ON,2
0:14:50,891,45.2,21.4,222,2505,8950,ON,2
0:14:51,892,45.3,21.5,222,2501,9008,ON,2
0:14:52,893,45.3,21.5,222,2471,8997,ON,2
0:14:53,894,45.2,21.4,221,2484,8950,ON,2
0:14:54,895,45.2,21.4,221,2494,8991,ON,2
0:14:55,896,45.2,21.4,220,2459,8273,ON,2
0:14:56,897,45.2,21.4,217,2443,7989,ON,2
0:14:57,898,45.2,21.4,214,2369,7450,ON,2
0:14:58,899,45.2,21.4,214,2378,8261,ON,2
0:14:59,900,45.2,21.4,215,2406,8672,ON,2
0:15:00,901,45.2,21.4,215,2399,8082,ON,2
0:15:01,902,45.1,21.4,215,2404,8389,ON,2
0:15:02,903,45.1,21.4,215,2387,8215,ON,2
0:15:03,904,45.1,21.5,216,2355,8076,ON,2
0:15:04,905,45.1,21.5,216,2348,8099,ON,2
0:15:05,906,45,21.4,216,2369,8360,ON,2
0:15:06,907,45,21.4,216,2367,8336,ON,2
0:15:07,908,45,21.4,217,2420,8591,ON,2
0:15:08,909,45,21.4,218,2406,8620,ON,2
0:15:09,910,45.1,21.5,219,2408,8609,ON,2
0:15:10,911,45.1,21.5,219,2392,8684,ON,2
0:15:11,912,45.1,21.5,219,2454,8632,ON,2
0:15:12,913,45.1,21.4,219,2404,8516,ON,2
0:15:13,914,45.1,21.4,219,2441,8597,ON,2
0:15:14,915,45.1,21.5,219,2408,8394,ON,2
0:15:15,916,45.1,21.5,219,2383,8406,ON,2
0:15:16,917,45.2,21.5,219,2434,8354,ON,2
0:15:17,918,45.2,21.5,219,2429,8296,ON,2
